country,fuel,scenario,year,cf
HRV,oil,Current Policies,2021,0.0025
HRV,oil,Current Policies,2022,0.0022
HRV,oil,Current Policies,2023,0.002
HRV,oil,Current Policies,2024,0.0018
HRV,oil,Current Policies,2025,0.0016
HRV,oil,Current Policies,2026,0.0014
HRV,oil,Current Policies,2027,0.0012
HRV,oil,Current Policies,2028,0.001
HRV,oil,Current Policies,2029,0.0008
HRV,oil,Current Policies,2030,0.0006
HRV,oil,Current Policies,2031,0.0005
HRV,oil,Current Policies,2032,0.0004
HRV,oil,Current Policies,2033,0.0002
HRV,oil,Current Policies,2034,0.0001
HRV,oil,Current Policies,2035,0.0
HRV,oil,Current Policies,2036,0.0
HRV,oil,Current Policies,2037,0.0
HRV,oil,Current Policies,2038,0.0
HRV,oil,Current Policies,2039,0.0
HRV,oil,Current Policies,2040,0.0
HRV,oil,Current Policies,2041,0.0
HRV,oil,Current Policies,2042,0.0
HRV,oil,Current Policies,2043,0.0
HRV,oil,Current Policies,2044,0.0
HRV,oil,Current Policies,2045,0.0
HRV,oil,Current Policies,2046,0.0
HRV,oil,Current Policies,2047,0.0
HRV,oil,Current Policies,2048,0.0
HRV,oil,Current Policies,2049,0.0
HRV,oil,Current Policies,2050,0.0
HRV,oil,Delayed transition,2020,0.0027
HRV,oil,Delayed transition,2021,0.0025
HRV,oil,Delayed transition,2022,0.0022
HRV,oil,Delayed transition,2023,0.002
HRV,oil,Delayed transition,2024,0.0018
HRV,oil,Delayed transition,2025,0.0016
HRV,oil,Delayed transition,2026,0.0014
HRV,oil,Delayed transition,2027,0.0012
HRV,oil,Delayed transition,2028,0.001
HRV,oil,Delayed transition,2029,0.0008
HRV,oil,Delayed transition,2030,0.0006
HRV,oil,Delayed transition,2031,0.0005
HRV,oil,Delayed transition,2032,0.0004
HRV,oil,Delayed transition,2033,0.0002
HRV,oil,Delayed transition,2034,0.0001
HRV,oil,Delayed transition,2035,0.0
HRV,oil,Delayed transition,2036,0.0
HRV,oil,Delayed transition,2037,0.0
HRV,oil,Delayed transition,2038,0.0
HRV,oil,Delayed transition,2039,0.0
HRV,oil,Delayed transition,2040,0.0
HRV,oil,Delayed transition,2041,0.0
HRV,oil,Delayed transition,2042,0.0
HRV,oil,Delayed transition,2043,0.0
HRV,oil,Delayed transition,2044,0.0
HRV,oil,Delayed transition,2045,0.0
HRV,oil,Delayed transition,2046,0.0
HRV,oil,Delayed transition,2047,0.0
HRV,oil,Delayed transition,2048,0.0
HRV,oil,Delayed transition,2049,0.0
HRV,oil,Delayed transition,2050,0.0
HRV,oil,Net Zero 2050,2020,0.0027
HRV,oil,Net Zero 2050,2021,0.0025
HRV,oil,Net Zero 2050,2022,0.0022
HRV,oil,Net Zero 2050,2023,0.002
HRV,oil,Net Zero 2050,2024,0.0018
HRV,oil,Net Zero 2050,2025,0.0016
HRV,oil,Net Zero 2050,2026,0.0014
HRV,oil,Net Zero 2050,2027,0.0012
HRV,oil,Net Zero 2050,2028,0.001
HRV,oil,Net Zero 2050,2029,0.0008
HRV,oil,Net Zero 2050,2030,0.0006
HRV,oil,Net Zero 2050,2031,0.0005
HRV,oil,Net Zero 2050,2032,0.0004
HRV,oil,Net Zero 2050,2033,0.0002
HRV,oil,Net Zero 2050,2034,0.0001
HRV,oil,Net Zero 2050,2035,0.0
HRV,oil,Net Zero 2050,2036,0.0
HRV,oil,Net Zero 2050,2037,0.0
HRV,oil,Net Zero 2050,2038,0.0
HRV,oil,Net Zero 2050,2039,0.0
HRV,oil,Net Zero 2050,2040,0.0
HRV,oil,Net Zero 2050,2041,0.0
HRV,oil,Net Zero 2050,2042,0.0
HRV,oil,Net Zero 2050,2043,0.0
HRV,oil,Net Zero 2050,2044,0.0
HRV,oil,Net Zero 2050,2045,0.0
HRV,oil,Net Zero 2050,2046,0.0
HRV,oil,Net Zero 2050,2047,0.0
HRV,oil,Net Zero 2050,2048,0.0
HRV,oil,Net Zero 2050,2049,0.0
HRV,oil,Net Zero 2050,2050,0.0
CYP,oil,Current Policies,2020,0.7789
CYP,oil,Current Policies,2021,0.715
CYP,oil,Current Policies,2022,0.6511
CYP,oil,Current Policies,2023,0.5872
CYP,oil,Current Policies,2024,0.5233
CYP,oil,Current Policies,2025,0.4593
CYP,oil,Current Policies,2026,0.4021
CYP,oil,Current Policies,2027,0.3449
CYP,oil,Current Policies,2028,0.2877
CYP,oil,Current Policies,2029,0.2305
CYP,oil,Current Policies,2030,0.1733
CYP,oil,Current Policies,2031,0.1387
CYP,oil,Current Policies,2032,0.104
CYP,oil,Current Policies,2033,0.0693
CYP,oil,Current Policies,2034,0.0347
CYP,oil,Current Policies,2035,0.0
CYP,oil,Current Policies,2036,0.0
CYP,oil,Current Policies,2037,0.0
CYP,oil,Current Policies,2038,0.0
CYP,oil,Current Policies,2039,0.0
CYP,oil,Current Policies,2040,0.0
CYP,oil,Current Policies,2041,0.0
CYP,oil,Current Policies,2042,0.0
CYP,oil,Current Policies,2043,0.0
CYP,oil,Current Policies,2044,0.0
CYP,oil,Current Policies,2045,0.0
CYP,oil,Current Policies,2046,0.0
CYP,oil,Current Policies,2047,0.0
CYP,oil,Current Policies,2048,0.0
CYP,oil,Current Policies,2049,0.0
CYP,oil,Current Policies,2050,0.0
CYP,oil,Delayed transition,2020,0.7789
CYP,oil,Delayed transition,2021,0.715
CYP,oil,Delayed transition,2022,0.6511
CYP,oil,Delayed transition,2023,0.5872
CYP,oil,Delayed transition,2024,0.5233
CYP,oil,Delayed transition,2025,0.4593
CYP,oil,Delayed transition,2026,0.4021
CYP,oil,Delayed transition,2027,0.3449
CYP,oil,Delayed transition,2028,0.2877
CYP,oil,Delayed transition,2029,0.2305
CYP,oil,Delayed transition,2030,0.1733
CYP,oil,Delayed transition,2031,0.1387
CYP,oil,Delayed transition,2032,0.104
CYP,oil,Delayed transition,2033,0.0693
CYP,oil,Delayed transition,2034,0.0347
CYP,oil,Delayed transition,2035,0.0
CYP,oil,Delayed transition,2036,0.0
CYP,oil,Delayed transition,2037,0.0
CYP,oil,Delayed transition,2038,0.0
CYP,oil,Delayed transition,2039,0.0
CYP,oil,Delayed transition,2040,0.0
CYP,oil,Delayed transition,2041,0.0
CYP,oil,Delayed transition,2042,0.0
CYP,oil,Delayed transition,2043,0.0
CYP,oil,Delayed transition,2044,0.0
CYP,oil,Delayed transition,2045,0.0
CYP,oil,Delayed transition,2046,0.0
CYP,oil,Delayed transition,2047,0.0
CYP,oil,Delayed transition,2048,0.0
CYP,oil,Delayed transition,2049,0.0
CYP,oil,Delayed transition,2050,0.0
CYP,oil,Net Zero 2050,2020,0.7789
CYP,oil,Net Zero 2050,2021,0.715
CYP,oil,Net Zero 2050,2022,0.6511
CYP,oil,Net Zero 2050,2023,0.5872
CYP,oil,Net Zero 2050,2024,0.5233
CYP,oil,Net Zero 2050,2025,0.4593
CYP,oil,Net Zero 2050,2026,0.4021
CYP,oil,Net Zero 2050,2027,0.3449
CYP,oil,Net Zero 2050,2028,0.2877
CYP,oil,Net Zero 2050,2029,0.2305
CYP,oil,Net Zero 2050,2030,0.1733
CYP,oil,Net Zero 2050,2031,0.1387
CYP,oil,Net Zero 2050,2032,0.104
CYP,oil,Net Zero 2050,2033,0.0693
CYP,oil,Net Zero 2050,2034,0.0347
CYP,oil,Net Zero 2050,2035,0.0
CYP,oil,Net Zero 2050,2036,0.0
CYP,oil,Net Zero 2050,2037,0.0
CYP,oil,Net Zero 2050,2038,0.0
CYP,oil,Net Zero 2050,2039,0.0
CYP,oil,Net Zero 2050,2040,0.0
CYP,oil,Net Zero 2050,2041,0.0
CYP,oil,Net Zero 2050,2042,0.0
CYP,oil,Net Zero 2050,2043,0.0
CYP,oil,Net Zero 2050,2044,0.0
CYP,oil,Net Zero 2050,2045,0.0
CYP,oil,Net Zero 2050,2046,0.0
CYP,oil,Net Zero 2050,2047,0.0
CYP,oil,Net Zero 2050,2048,0.0
CYP,oil,Net Zero 2050,2049,0.0
CYP,oil,Net Zero 2050,2050,0.0
DNK,oil,Current Policies,2020,0.0374
DNK,oil,Current Policies,2021,0.0343
DNK,oil,Current Policies,2022,0.0312
DNK,oil,Current Policies,2023,0.0282
DNK,oil,Current Policies,2024,0.0251
DNK,oil,Current Policies,2025,0.022
DNK,oil,Current Policies,2026,0.0193
DNK,oil,Current Policies,2027,0.0165
DNK,oil,Current Policies,2028,0.0138
DNK,oil,Current Policies,2029,0.0111
DNK,oil,Current Policies,2030,0.0083
DNK,oil,Current Policies,2031,0.0067
DNK,oil,Current Policies,2032,0.005
DNK,oil,Current Policies,2033,0.0033
DNK,oil,Current Policies,2034,0.0017
DNK,oil,Current Policies,2035,0.0
DNK,oil,Current Policies,2036,0.0
DNK,oil,Current Policies,2037,0.0
DNK,oil,Current Policies,2038,0.0
DNK,oil,Current Policies,2039,0.0
DNK,oil,Current Policies,2040,0.0
DNK,oil,Current Policies,2041,0.0
DNK,oil,Current Policies,2042,0.0
DNK,oil,Current Policies,2043,0.0
DNK,oil,Current Policies,2044,0.0
DNK,oil,Current Policies,2045,0.0
DNK,oil,Current Policies,2046,0.0
DNK,oil,Current Policies,2047,0.0
DNK,oil,Current Policies,2048,0.0
DNK,oil,Current Policies,2049,0.0
DNK,oil,Current Policies,2050,0.0
DNK,oil,Delayed transition,2020,0.0374
DNK,oil,Delayed transition,2021,0.0343
DNK,oil,Delayed transition,2022,0.0312
DNK,oil,Delayed transition,2023,0.0282
DNK,oil,Delayed transition,2024,0.0251
DNK,oil,Delayed transition,2025,0.022
DNK,oil,Delayed transition,2026,0.0193
DNK,oil,Delayed transition,2027,0.0165
DNK,oil,Delayed transition,2028,0.0138
DNK,oil,Delayed transition,2029,0.0111
DNK,oil,Delayed transition,2030,0.0083
DNK,oil,Delayed transition,2031,0.0067
DNK,oil,Delayed transition,2032,0.005
DNK,oil,Delayed transition,2033,0.0033
DNK,oil,Delayed transition,2034,0.0017
DNK,oil,Delayed transition,2035,0.0
DNK,oil,Delayed transition,2036,0.0
DNK,oil,Delayed transition,2037,0.0
DNK,oil,Delayed transition,2038,0.0
DNK,oil,Delayed transition,2039,0.0
DNK,oil,Delayed transition,2040,0.0
DNK,oil,Delayed transition,2041,0.0
DNK,oil,Delayed transition,2042,0.0
DNK,oil,Delayed transition,2043,0.0
DNK,oil,Delayed transition,2044,0.0
DNK,oil,Delayed transition,2045,0.0
DNK,oil,Delayed transition,2046,0.0
DNK,oil,Delayed transition,2047,0.0
DNK,oil,Delayed transition,2048,0.0
DNK,oil,Delayed transition,2049,0.0
DNK,oil,Delayed transition,2050,0.0
DNK,oil,Net Zero 2050,2020,0.0374
DNK,oil,Net Zero 2050,2021,0.0343
DNK,oil,Net Zero 2050,2022,0.0312
DNK,oil,Net Zero 2050,2023,0.0282
DNK,oil,Net Zero 2050,2024,0.0251
DNK,oil,Net Zero 2050,2025,0.022
DNK,oil,Net Zero 2050,2026,0.0193
DNK,oil,Net Zero 2050,2027,0.0165
DNK,oil,Net Zero 2050,2028,0.0138
DNK,oil,Net Zero 2050,2029,0.0111
DNK,oil,Net Zero 2050,2030,0.0083
DNK,oil,Net Zero 2050,2031,0.0067
DNK,oil,Net Zero 2050,2032,0.005
DNK,oil,Net Zero 2050,2033,0.0033
DNK,oil,Net Zero 2050,2034,0.0017
DNK,oil,Net Zero 2050,2035,0.0
DNK,oil,Net Zero 2050,2036,0.0
DNK,oil,Net Zero 2050,2037,0.0
DNK,oil,Net Zero 2050,2038,0.0
DNK,oil,Net Zero 2050,2039,0.0
DNK,oil,Net Zero 2050,2040,0.0
DNK,oil,Net Zero 2050,2041,0.0
DNK,oil,Net Zero 2050,2042,0.0
DNK,oil,Net Zero 2050,2043,0.0
DNK,oil,Net Zero 2050,2044,0.0
DNK,oil,Net Zero 2050,2045,0.0
DNK,oil,Net Zero 2050,2046,0.0
DNK,oil,Net Zero 2050,2047,0.0
DNK,oil,Net Zero 2050,2048,0.0
DNK,oil,Net Zero 2050,2049,0.0
DNK,oil,Net Zero 2050,2050,0.0
EST,oil,Current Policies,2020,0.0
EST,oil,Current Policies,2021,0.0
EST,oil,Current Policies,2022,0.0
EST,oil,Current Policies,2023,0.0
EST,oil,Current Policies,2024,0.0
EST,oil,Current Policies,2025,0.0
EST,oil,Current Policies,2026,0.0
EST,oil,Current Policies,2027,0.0
EST,oil,Current Policies,2028,0.0
EST,oil,Current Policies,2029,0.0
EST,oil,Current Policies,2030,0.0
EST,oil,Current Policies,2031,0.0
EST,oil,Current Policies,2032,0.0
EST,oil,Current Policies,2033,0.0
EST,oil,Current Policies,2034,0.0
EST,oil,Current Policies,2035,0.0
EST,oil,Current Policies,2036,0.0
EST,oil,Current Policies,2037,0.0
EST,oil,Current Policies,2038,0.0
EST,oil,Current Policies,2039,0.0
EST,oil,Current Policies,2040,0.0
EST,oil,Current Policies,2041,0.0
EST,oil,Current Policies,2042,0.0
EST,oil,Current Policies,2043,0.0
EST,oil,Current Policies,2044,0.0
EST,oil,Current Policies,2045,0.0
EST,oil,Current Policies,2046,0.0
EST,oil,Current Policies,2047,0.0
EST,oil,Current Policies,2048,0.0
EST,oil,Current Policies,2049,0.0
EST,oil,Current Policies,2050,0.0
EST,oil,Delayed transition,2020,0.0
EST,oil,Delayed transition,2021,0.0
EST,oil,Delayed transition,2022,0.0
EST,oil,Delayed transition,2023,0.0
EST,oil,Delayed transition,2024,0.0
EST,oil,Delayed transition,2025,0.0
EST,oil,Delayed transition,2026,0.0
EST,oil,Delayed transition,2027,0.0
EST,oil,Delayed transition,2028,0.0
EST,oil,Delayed transition,2029,0.0
EST,oil,Delayed transition,2030,0.0
EST,oil,Delayed transition,2031,0.0
EST,oil,Delayed transition,2032,0.0
EST,oil,Delayed transition,2033,0.0
EST,oil,Delayed transition,2034,0.0
EST,oil,Delayed transition,2035,0.0
EST,oil,Delayed transition,2036,0.0
EST,oil,Delayed transition,2037,0.0
EST,oil,Delayed transition,2038,0.0
EST,oil,Delayed transition,2039,0.0
EST,oil,Delayed transition,2040,0.0
EST,oil,Delayed transition,2041,0.0
EST,oil,Delayed transition,2042,0.0
EST,oil,Delayed transition,2043,0.0
EST,oil,Delayed transition,2044,0.0
EST,oil,Delayed transition,2045,0.0
EST,oil,Delayed transition,2046,0.0
EST,oil,Delayed transition,2047,0.0
EST,oil,Delayed transition,2048,0.0
EST,oil,Delayed transition,2049,0.0
EST,oil,Delayed transition,2050,0.0
EST,oil,Net Zero 2050,2020,0.0
EST,oil,Net Zero 2050,2021,0.0
EST,oil,Net Zero 2050,2022,0.0
EST,oil,Net Zero 2050,2023,0.0
EST,oil,Net Zero 2050,2024,0.0
EST,oil,Net Zero 2050,2025,0.0
EST,oil,Net Zero 2050,2026,0.0
EST,oil,Net Zero 2050,2027,0.0
EST,oil,Net Zero 2050,2028,0.0
EST,oil,Net Zero 2050,2029,0.0
EST,oil,Net Zero 2050,2030,0.0
EST,oil,Net Zero 2050,2031,0.0
EST,oil,Net Zero 2050,2032,0.0
EST,oil,Net Zero 2050,2033,0.0
EST,oil,Net Zero 2050,2034,0.0
EST,oil,Net Zero 2050,2035,0.0
EST,oil,Net Zero 2050,2036,0.0
EST,oil,Net Zero 2050,2037,0.0
EST,oil,Net Zero 2050,2038,0.0
EST,oil,Net Zero 2050,2039,0.0
EST,oil,Net Zero 2050,2040,0.0
EST,oil,Net Zero 2050,2041,0.0
EST,oil,Net Zero 2050,2042,0.0
EST,oil,Net Zero 2050,2043,0.0
EST,oil,Net Zero 2050,2044,0.0
EST,oil,Net Zero 2050,2045,0.0
EST,oil,Net Zero 2050,2046,0.0
EST,oil,Net Zero 2050,2047,0.0
EST,oil,Net Zero 2050,2048,0.0
EST,oil,Net Zero 2050,2049,0.0
EST,oil,Net Zero 2050,2050,0.0
FIN,oil,Current Policies,2020,0.0246
FIN,oil,Current Policies,2021,0.0226
FIN,oil,Current Policies,2022,0.0206
FIN,oil,Current Policies,2023,0.0185
FIN,oil,Current Policies,2024,0.0165
FIN,oil,Current Policies,2025,0.0145
FIN,oil,Current Policies,2026,0.0127
FIN,oil,Current Policies,2027,0.0109
FIN,oil,Current Policies,2028,0.0091
FIN,oil,Current Policies,2029,0.0073
FIN,oil,Current Policies,2030,0.0055
FIN,oil,Current Policies,2031,0.0044
FIN,oil,Current Policies,2032,0.0033
FIN,oil,Current Policies,2033,0.0022
FIN,oil,Current Policies,2034,0.0011
FIN,oil,Current Policies,2035,0.0
FIN,oil,Current Policies,2036,0.0
FIN,oil,Current Policies,2037,0.0
FIN,oil,Current Policies,2038,0.0
FIN,oil,Current Policies,2039,0.0
FIN,oil,Current Policies,2040,0.0
FIN,oil,Current Policies,2041,0.0
FIN,oil,Current Policies,2042,0.0
FIN,oil,Current Policies,2043,0.0
FIN,oil,Current Policies,2044,0.0
FIN,oil,Current Policies,2045,0.0
FIN,oil,Current Policies,2046,0.0
FIN,oil,Current Policies,2047,0.0
FIN,oil,Current Policies,2048,0.0
FIN,oil,Current Policies,2049,0.0
FIN,oil,Current Policies,2050,0.0
FIN,oil,Delayed transition,2020,0.0246
FIN,oil,Delayed transition,2021,0.0226
FIN,oil,Delayed transition,2022,0.0206
FIN,oil,Delayed transition,2023,0.0185
FIN,oil,Delayed transition,2024,0.0165
FIN,oil,Delayed transition,2025,0.0145
FIN,oil,Delayed transition,2026,0.0127
FIN,oil,Delayed transition,2027,0.0109
FIN,oil,Delayed transition,2028,0.0091
FIN,oil,Delayed transition,2029,0.0073
FIN,oil,Delayed transition,2030,0.0055
FIN,oil,Delayed transition,2031,0.0044
FIN,oil,Delayed transition,2032,0.0033
FIN,oil,Delayed transition,2033,0.0022
FIN,oil,Delayed transition,2034,0.0011
FIN,oil,Delayed transition,2035,0.0
FIN,oil,Delayed transition,2036,0.0
FIN,oil,Delayed transition,2037,0.0
FIN,oil,Delayed transition,2038,0.0
FIN,oil,Delayed transition,2039,0.0
FIN,oil,Delayed transition,2040,0.0
FIN,oil,Delayed transition,2041,0.0
FIN,oil,Delayed transition,2042,0.0
FIN,oil,Delayed transition,2043,0.0
FIN,oil,Delayed transition,2044,0.0
FIN,oil,Delayed transition,2045,0.0
FIN,oil,Delayed transition,2046,0.0
FIN,oil,Delayed transition,2047,0.0
FIN,oil,Delayed transition,2048,0.0
FIN,oil,Delayed transition,2049,0.0
FIN,oil,Delayed transition,2050,0.0
FIN,oil,Net Zero 2050,2020,0.0246
FIN,oil,Net Zero 2050,2021,0.0226
FIN,oil,Net Zero 2050,2022,0.0206
FIN,oil,Net Zero 2050,2023,0.0185
FIN,oil,Net Zero 2050,2024,0.0165
FIN,oil,Net Zero 2050,2025,0.0145
FIN,oil,Net Zero 2050,2026,0.0127
FIN,oil,Net Zero 2050,2027,0.0109
FIN,oil,Net Zero 2050,2028,0.0091
FIN,oil,Net Zero 2050,2029,0.0073
FIN,oil,Net Zero 2050,2030,0.0055
FIN,oil,Net Zero 2050,2031,0.0044
FIN,oil,Net Zero 2050,2032,0.0033
FIN,oil,Net Zero 2050,2033,0.0022
FIN,oil,Net Zero 2050,2034,0.0011
FIN,oil,Net Zero 2050,2035,0.0
FIN,oil,Net Zero 2050,2036,0.0
FIN,oil,Net Zero 2050,2037,0.0
FIN,oil,Net Zero 2050,2038,0.0
FIN,oil,Net Zero 2050,2039,0.0
FIN,oil,Net Zero 2050,2040,0.0
FIN,oil,Net Zero 2050,2041,0.0
FIN,oil,Net Zero 2050,2042,0.0
FIN,oil,Net Zero 2050,2043,0.0
FIN,oil,Net Zero 2050,2044,0.0
FIN,oil,Net Zero 2050,2045,0.0
FIN,oil,Net Zero 2050,2046,0.0
FIN,oil,Net Zero 2050,2047,0.0
FIN,oil,Net Zero 2050,2048,0.0
FIN,oil,Net Zero 2050,2049,0.0
FIN,oil,Net Zero 2050,2050,0.0
FRA,oil,Current Policies,2020,0.1084
FRA,oil,Current Policies,2021,0.0995
FRA,oil,Current Policies,2022,0.0906
FRA,oil,Current Policies,2023,0.0817
FRA,oil,Current Policies,2024,0.0728
FRA,oil,Current Policies,2025,0.0639
FRA,oil,Current Policies,2026,0.056
FRA,oil,Current Policies,2027,0.048
FRA,oil,Current Policies,2028,0.0401
FRA,oil,Current Policies,2029,0.0321
FRA,oil,Current Policies,2030,0.0241
FRA,oil,Current Policies,2031,0.0193
FRA,oil,Current Policies,2032,0.0145
FRA,oil,Current Policies,2033,0.0097
FRA,oil,Current Policies,2034,0.0048
FRA,oil,Current Policies,2035,0.0
FRA,oil,Current Policies,2036,0.0
FRA,oil,Current Policies,2037,0.0
FRA,oil,Current Policies,2038,0.0
FRA,oil,Current Policies,2039,0.0
FRA,oil,Current Policies,2040,0.0
FRA,oil,Current Policies,2041,0.0
FRA,oil,Current Policies,2042,0.0
FRA,oil,Current Policies,2043,0.0
FRA,oil,Current Policies,2044,0.0
FRA,oil,Current Policies,2045,0.0
FRA,oil,Current Policies,2046,0.0
FRA,oil,Current Policies,2047,0.0
FRA,oil,Current Policies,2048,0.0
FRA,oil,Current Policies,2049,0.0
FRA,oil,Current Policies,2050,0.0
FRA,oil,Delayed transition,2020,0.1084
FRA,oil,Delayed transition,2021,0.0995
FRA,oil,Delayed transition,2022,0.0906
FRA,oil,Delayed transition,2023,0.0817
FRA,oil,Delayed transition,2024,0.0728
FRA,oil,Delayed transition,2025,0.0639
FRA,oil,Delayed transition,2026,0.056
FRA,oil,Delayed transition,2027,0.048
FRA,oil,Delayed transition,2028,0.0401
FRA,oil,Delayed transition,2029,0.0321
FRA,oil,Delayed transition,2030,0.0241
FRA,oil,Delayed transition,2031,0.0193
FRA,oil,Delayed transition,2032,0.0145
FRA,oil,Delayed transition,2033,0.0097
FRA,oil,Delayed transition,2034,0.0048
FRA,oil,Delayed transition,2035,0.0
FRA,oil,Delayed transition,2036,0.0
FRA,oil,Delayed transition,2037,0.0
FRA,oil,Delayed transition,2038,0.0
FRA,oil,Delayed transition,2039,0.0
FRA,oil,Delayed transition,2040,0.0
FRA,oil,Delayed transition,2041,0.0
FRA,oil,Delayed transition,2042,0.0
FRA,oil,Delayed transition,2043,0.0
FRA,oil,Delayed transition,2044,0.0
FRA,oil,Delayed transition,2045,0.0
FRA,oil,Delayed transition,2046,0.0
FRA,oil,Delayed transition,2047,0.0
FRA,oil,Delayed transition,2048,0.0
FRA,oil,Delayed transition,2049,0.0
FRA,oil,Delayed transition,2050,0.0
FRA,oil,Net Zero 2050,2020,0.1084
FRA,oil,Net Zero 2050,2021,0.0995
FRA,oil,Net Zero 2050,2022,0.0906
FRA,oil,Net Zero 2050,2023,0.0817
FRA,oil,Net Zero 2050,2024,0.0728
FRA,oil,Net Zero 2050,2025,0.0639
FRA,oil,Net Zero 2050,2026,0.056
FRA,oil,Net Zero 2050,2027,0.048
FRA,oil,Net Zero 2050,2028,0.0401
FRA,oil,Net Zero 2050,2029,0.0321
FRA,oil,Net Zero 2050,2030,0.0241
FRA,oil,Net Zero 2050,2031,0.0193
FRA,oil,Net Zero 2050,2032,0.0145
FRA,oil,Net Zero 2050,2033,0.0097
FRA,oil,Net Zero 2050,2034,0.0048
FRA,oil,Net Zero 2050,2035,0.0
FRA,oil,Net Zero 2050,2036,0.0
FRA,oil,Net Zero 2050,2037,0.0
FRA,oil,Net Zero 2050,2038,0.0
FRA,oil,Net Zero 2050,2039,0.0
FRA,oil,Net Zero 2050,2040,0.0
FRA,oil,Net Zero 2050,2041,0.0
FRA,oil,Net Zero 2050,2042,0.0
FRA,oil,Net Zero 2050,2043,0.0
FRA,oil,Net Zero 2050,2044,0.0
FRA,oil,Net Zero 2050,2045,0.0
FRA,oil,Net Zero 2050,2046,0.0
FRA,oil,Net Zero 2050,2047,0.0
FRA,oil,Net Zero 2050,2048,0.0
FRA,oil,Net Zero 2050,2049,0.0
FRA,oil,Net Zero 2050,2050,0.0
DEU,oil,Current Policies,2020,0.1563
DEU,oil,Current Policies,2021,0.1435
DEU,oil,Current Policies,2022,0.1306
DEU,oil,Current Policies,2023,0.1178
DEU,oil,Current Policies,2024,0.105
DEU,oil,Current Policies,2025,0.0922
DEU,oil,Current Policies,2026,0.0807
DEU,oil,Current Policies,2027,0.0692
DEU,oil,Current Policies,2028,0.0577
DEU,oil,Current Policies,2029,0.0463
DEU,oil,Current Policies,2030,0.0348
DEU,oil,Current Policies,2031,0.0278
DEU,oil,Current Policies,2032,0.0209
DEU,oil,Current Policies,2033,0.0139
DEU,oil,Current Policies,2034,0.007
DEU,oil,Current Policies,2035,0.0
DEU,oil,Current Policies,2036,0.0
DEU,oil,Current Policies,2037,0.0
DEU,oil,Current Policies,2038,0.0
DEU,oil,Current Policies,2039,0.0
DEU,oil,Current Policies,2040,0.0
DEU,oil,Current Policies,2041,0.0
DEU,oil,Current Policies,2042,0.0
DEU,oil,Current Policies,2043,0.0
DEU,oil,Current Policies,2044,0.0
DEU,oil,Current Policies,2045,0.0
DEU,oil,Current Policies,2046,0.0
DEU,oil,Current Policies,2047,0.0
DEU,oil,Current Policies,2048,0.0
DEU,oil,Current Policies,2049,0.0
DEU,oil,Current Policies,2050,0.0
DEU,oil,Delayed transition,2020,0.1563
DEU,oil,Delayed transition,2021,0.1435
DEU,oil,Delayed transition,2022,0.1306
DEU,oil,Delayed transition,2023,0.1178
DEU,oil,Delayed transition,2024,0.105
DEU,oil,Delayed transition,2025,0.0922
DEU,oil,Delayed transition,2026,0.0807
DEU,oil,Delayed transition,2027,0.0692
DEU,oil,Delayed transition,2028,0.0577
DEU,oil,Delayed transition,2029,0.0463
DEU,oil,Delayed transition,2030,0.0348
DEU,oil,Delayed transition,2031,0.0278
DEU,oil,Delayed transition,2032,0.0209
DEU,oil,Delayed transition,2033,0.0139
DEU,oil,Delayed transition,2034,0.007
DEU,oil,Delayed transition,2035,0.0
DEU,oil,Delayed transition,2036,0.0
DEU,oil,Delayed transition,2037,0.0
DEU,oil,Delayed transition,2038,0.0
DEU,oil,Delayed transition,2039,0.0
DEU,oil,Delayed transition,2040,0.0
DEU,oil,Delayed transition,2041,0.0
DEU,oil,Delayed transition,2042,0.0
DEU,oil,Delayed transition,2043,0.0
DEU,oil,Delayed transition,2044,0.0
DEU,oil,Delayed transition,2045,0.0
DEU,oil,Delayed transition,2046,0.0
DEU,oil,Delayed transition,2047,0.0
DEU,oil,Delayed transition,2048,0.0
DEU,oil,Delayed transition,2049,0.0
DEU,oil,Delayed transition,2050,0.0
DEU,oil,Net Zero 2050,2020,0.1563
DEU,oil,Net Zero 2050,2021,0.1435
DEU,oil,Net Zero 2050,2022,0.1306
DEU,oil,Net Zero 2050,2023,0.1178
DEU,oil,Net Zero 2050,2024,0.105
DEU,oil,Net Zero 2050,2025,0.0922
DEU,oil,Net Zero 2050,2026,0.0807
DEU,oil,Net Zero 2050,2027,0.0692
DEU,oil,Net Zero 2050,2028,0.0577
DEU,oil,Net Zero 2050,2029,0.0463
DEU,oil,Net Zero 2050,2030,0.0348
DEU,oil,Net Zero 2050,2031,0.0278
DEU,oil,Net Zero 2050,2032,0.0209
DEU,oil,Net Zero 2050,2033,0.0139
DEU,oil,Net Zero 2050,2034,0.007
DEU,oil,Net Zero 2050,2035,0.0
DEU,oil,Net Zero 2050,2036,0.0
DEU,oil,Net Zero 2050,2037,0.0
DEU,oil,Net Zero 2050,2038,0.0
DEU,oil,Net Zero 2050,2039,0.0
DEU,oil,Net Zero 2050,2040,0.0
DEU,oil,Net Zero 2050,2041,0.0
DEU,oil,Net Zero 2050,2042,0.0
DEU,oil,Net Zero 2050,2043,0.0
DEU,oil,Net Zero 2050,2044,0.0
DEU,oil,Net Zero 2050,2045,0.0
DEU,oil,Net Zero 2050,2046,0.0
DEU,oil,Net Zero 2050,2047,0.0
DEU,oil,Net Zero 2050,2048,0.0
